,source,author,title,description,url,urlToImage,publishedAt,content,date,nextPosition
41,"{'id': None, 'name': 'Yahoo Entertainment'}",SPHERICAL INSIGHTS LLP,Global Medical Polymer Market Size To Grow USD 37.39 Billion By 2030 | CAGR of 8.2%,The Global Medical Polymer Market Size was valued at USD 18.4 Billion in 2021 and the worldwide medical polymer market is expected to reach USD 43.85 Billion...,https://finance.yahoo.com/news/global-medical-polymer-market-size-180000974.html,https://media.zenfs.com/en/globenewswire.com/bd0306a12d00a73916fcea92dc37a9f3,2023-02-14T18:00:00Z,"The Global Medical Polymer Market Size was valued at USD 18.4 Billion in 2021 and the worldwide medical polymer market is expected to reach USD 43.85 Billion by 2030, According to a research report p… [+8293 chars]",2023-02-14,1.0
42,"{'id': None, 'name': 'Motley Fool'}",newsfeedback@fool.com (Matthew DiLallo),Top Oil ETFs of 2023,Take a look at some of this year's top-performing oil ETFs and consider whether they deserve a spot in your portfolio.,https://www.fool.com/investing/stock-market/market-sectors/energy/oil-stocks/oil-etf-stocks/,https://m.foolcdn.com/media/dubs/images/offshore-oil-rig.width-600.jpg,2023-02-13T15:01:36Z,Oil exchange-traded funds (ETFs) let investors gain exposure to the oil market through a single investment. Oil ETFs accomplish that by providing investors with distinct ways to make a broad bet on t… [+9934 chars],2023-02-13,-1.0
43,"{'id': None, 'name': 'Biztoc.com'}",reuters.com,Exxon tells U.S. labor board refinery lockout did not target union,"A 10-month lockout of union workers at an Exxon Mobil refinery was undertaken to save costs and improve profits at the Beaumont, Texas, facility, and not to eliminate union representation, an Exxon Mobil official told an administrative judge on Monday. The Na…",https://biztoc.com/x/088f4426392ac20a,https://c.biztoc.com/p/088f4426392ac20a/og.webp,2023-02-14T01:36:04Z,"A 10-month lockout of union workers at an Exxon Mobil refinery was undertaken to save costs and improve profits at the Beaumont, Texas, facility, and not to eliminate union representation, an Exxon M… [+327 chars]",2023-02-14,1.0
44,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,Exxon Reports FCCU-Related Issue at Baytown Oil Refinery in Texas,"(marketscreener.com) 
 By Dan Molinski 

 Exxon Mobil Corp. reported a combustion incident over the weekend at a gasoline-making unit of its Baytown oil refinery in Texas. 

 ""Unplanned combustion event during turnaround activities that resulted in smoldering…",https://www.marketscreener.com/quote/stock/EXXON-MOBIL-CORPORATION-4822/news/Exxon-Reports-FCCU-Related-Issue-at-Baytown-Oil-Refinery-in-Texas-42973689/?utm_medium=RSS&utm_content=20230213,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2023-02-13T15:12:09Z,"By Dan Molinski 
Exxon Mobil Corp. reported a combustion incident over the weekend at a gasoline-making unit of its Baytown oil refinery in Texas. 
""Unplanned combustion event during turnaround act… [+421 chars]",2023-02-13,-1.0
45,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,Exxon tells U.S. labor board refinery lockout did not target union,"(marketscreener.com) A 10-month lockout of union
workers at an Exxon Mobil refinery was undertaken to
save costs and improve profits at the Beaumont, Texas, facility,
and not to eliminate union representation, an Exxon Mobil
official told an administrative ju…",https://www.marketscreener.com/news/latest/Exxon-tells-U-S-labor-board-refinery-lockout-did-not-target-union--42977278/?utm_medium=RSS&utm_content=20230214,https://www.marketscreener.com/images/twitter_MS_fdgris.png,2023-02-14T01:08:28Z,"HOUSTON, Feb 13 (Reuters) - A 10-month lockout of union
workers at an Exxon Mobil refinery was undertaken to
save costs and improve profits at the Beaumont, Texas, facility,
and not to eliminate u… [+2693 chars]",2023-02-14,1.0
46,"{'id': None, 'name': 'FX Empire'}",Reuters,Exxon tells U.S. labor board refinery lockout did not target union,"By Erwin Seba HOUSTON (Reuters) -   A 10-month lockout of union workers at an Exxon Mobil refinery was undertaken to save costs and improve profits at the Beaumont, Texas, facility, and not to eliminate union representation, an Exxon Mobil official told an ad…",https://www.fxempire.com/news/article/exxon-tells-u-s-labor-board-refinery-lockout-did-not-target-union-1283326,https://responsive.fxempire.com/width/600/webp-lossy-70.q50/_fxempire_/2023/02/tagreuters.com2023newsml_LYNXMPEJ1D01M1.jpg,2023-02-14T01:21:14Z,"The National Labor Relations Board (NLRB) last year called for the company to compensate the facilitys roughly 650 workers for wage losses during what it called an unlawful 10-month lockout.
An Exxo… [+2364 chars]",2023-02-14,1.0
47,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,"Plastic additives market size to grow by USD 19.86 bn, Modifier to be Largest type Segment - Technavio",Plastic additives market insights -,https://finance.yahoo.com/news/plastic-additives-market-size-grow-104500226.html,https://media.zenfs.com/en/prnewswire.com/3a2f6b1a7f274511e0dc952e2dee9053,2023-02-13T10:45:00Z,"NEW YORK, Feb. 13, 2023 /PRNewswire/ --
Technavio has announced its latest market research report titled Global Plastic Additives Market 2023-2027
Plastic additives market insights -
<ul><li>Vendo… [+11612 chars]",2023-02-13,-1.0
48,"{'id': None, 'name': 'Sputnik International'}",Svetlana Ekimenko,"Russia's Oil Drilling in 2022 Posted Multi-Year Highs Despite Sanctions, Data Shows","Moscow was hit by several rounds of unprecedented Western sanctions shortly after it launched its special military operation in Ukraine last February, as the West sought ways to limit Russia's income from oil and gas exports, hoping to ""cripple"" its economy. …",https://sputniknews.com/20230214/russias-oil-drilling-in-2022-posted-multi-year-highs-despite-sanctions-data-shows-1107420442.html,https://cdnn1.img.sputniknews.com/images/sharing/article/eng/1107420442.jpg?10788443841676383591,2023-02-14T14:06:30Z,"The latest news and stories from Russia. Stay tuned for updates and breaking news on defense, politics, economy and more.
https://sputniknews.com/20230214/russias-oil-drilling-in-2022-posted-multi-y… [+7636 chars]",2023-02-14,1.0
49,"{'id': None, 'name': 'Biztoc.com'}",investing.com,Exxon tells U.S. labor board refinery lockout did not target union,"A 10-month lockout of union workers at an (NYSE: ) refinery was undertaken to save costs and improve profits at the Beaumont, Texas, facility, and not to eliminate union representation, an Exxon Mobil official told an administrative judge on Monday. The Natio…",https://biztoc.com/x/fe6abc247d111e52,https://c.biztoc.com/p/fe6abc247d111e52/og.webp,2023-02-14T03:12:09Z,"A 10-month lockout of union workers at an (NYSE: ) refinery was undertaken to save costs and improve profits at the Beaumont, Texas, facility, and not to eliminate union representation, an Exxon Mobi… [+331 chars]",2023-02-14,1.0
50,"{'id': 'cbs-news', 'name': 'CBS News'}",Fox Van Allen,Best Sam's Club Valentine's Day deal: Get a Sam's Club membership for $25 and save big on gas,There's never been a better time to join a warehouse club: Sam's Club memberships are less than half price.,https://www.cbsnews.com/essentials/sams-club-new-years-2023-deal-get-a-sams-club-membership-for-25-and-save-big-on-gas-2023-02-13/,https://assets2.cbsnewsstatic.com/hub/i/r/2022/03/31/cf66f568-4631-45ca-b7e9-1ea2ec05a502/thumbnail/1200x630/94b555c4ad4af9fed3730f6bdadb0ced/sams-club.jpg,2023-02-13T19:26:00Z,"Getty Images
Worried about inflation in 2023? You can save money on groceries, gas and more essentials with a Sam's Club membership. And now, you can even save a significant amount of money on a Sam… [+4039 chars]",2023-02-13,-1.0
51,"{'id': None, 'name': 'Investing.com'}",Reuters,Exxon tells U.S. labor board refinery lockout did not target union,Exxon tells U.S. labor board refinery lockout did not target union,https://www.investing.com/news/stock-market-news/exxon-tells-us-labor-board-refinery-lockout-did-not-target-union-3002244,https://i-invdn-com.investing.com/news/LYNXMPEA7J05G_L.jpg,2023-02-14T01:20:49Z,"By Erwin Seba
HOUSTON (Reuters) - A 10-month lockout of union workers at an Exxon Mobil (NYSE:XOM) refinery was undertaken to save costs and improve profits at the Beaumont, Texas, facility, and not… [+2616 chars]",2023-02-14,1.0
52,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,"Automotive engine oil market to grow at a CAGR of 3.7%: Highlights on COVID-19 analysis, recovery, and latest trends - Technavio","The global automotive engine oil market size is estimated to increase by 1,016.72 million l between 2022 and 2027. The market's growth momentum will...",https://finance.yahoo.com/news/automotive-engine-oil-market-grow-161500557.html,https://media.zenfs.com/en/prnewswire.com/8b6158d90898e3a6c282b5596a5360b8,2023-02-14T16:15:00Z,"NEW YORK, Feb. 14, 2023 /PRNewswire/ -- The global automotive engine oil market size is estimated to increase by 1,016.72 million l between 2022 and 2027. The market's growth momentum will accelerate… [+14391 chars]",2023-02-14,1.0
53,"{'id': None, 'name': 'Seeking Alpha'}",BeanKounter Capital,Occidental Petroleum: Good Risk-Reward In The Energy Sector,Occidental is expected to focus on buybacks this year and could potentially redeem Berkshire's preferred shares. See why I'm bullish on OXY stock.,https://seekingalpha.com/article/4577699-occidental-petroleum-stock-good-risk-reward-energy-sector,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1380008819/image_1380008819.jpg?io=getty-c-w1536,2023-02-13T13:00:00Z,"bymuratdeniz
It has been almost a year since I wrote an article covering Occidental Petroleum (NYSE:OXY) and I think now is a decent time to write an update as their year-end earnings approaches in … [+6531 chars]",2023-02-13,-1.0
54,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,MicroSectors™ Launches Energy Long & Short Exchange Traded Notes on NYSE Arca,"REX Shares, LLC (""REX"") today announced the launch of two new MicroSectors Exchange Traded Notes (""ETNs"") issued by Bank of Montreal (""BMO""), linked to the...",https://finance.yahoo.com/news/microsectors-launches-energy-long-short-223000676.html,https://media.zenfs.com/en/prnewswire.com/c8153d85b85bc84fbe3a1b6b938a8ede,2023-02-14T22:30:00Z,"NEW YORK, Feb. 14, 2023 /PRNewswire/ - REX Shares, LLC (""REX"") today announced the launch of two new MicroSectors Exchange Traded Notes (""ETNs"") issued by Bank of Montreal (""BMO""), linked to the Sola… [+6701 chars]",2023-02-14,1.0
55,"{'id': None, 'name': 'Yahoo Entertainment'}",Bloomberg News,Russia Did Most Oil Drilling in Decade Even as Sanctions Hit,(Bloomberg) -- When Russia announced last week that it would cut oil production by half a million barrels a day in retaliation against Western sanctions...,https://finance.yahoo.com/news/russia-did-most-oil-drilling-060000540.html,https://s.yimg.com/ny/api/res/1.2/qyVeMdq1gAUtzXb0as51Gw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03Mjg-/https://media.zenfs.com/en/bloomberg_markets_842/46a09ef80489be64cf240a1260e4ef6b,2023-02-14T09:39:43Z,"(Bloomberg) -- When Russia announced last week that it would cut oil production by half a million barrels a day in retaliation against Western sanctions, there was skepticism about whether it was rea… [+7470 chars]",2023-02-14,1.0
56,"{'id': None, 'name': 'GlobeNewswire'}",SPHERICAL INSIGHTS LLP,Global Medical Polymer Market Size To Grow USD 37.39 Billion By 2030 | CAGR of 8.2%,"The Global Medical Polymer Market Size was valued at USD 18.4 Billion in 2021 and the worldwide medical polymer market is expected to reach USD 43.85 Billion by 2030, According to a research report published by Spherical Insights & Consulting. Companies Cover…",https://www.globenewswire.com/news-release/2023/02/14/2608013/0/en/Global-Medical-Polymer-Market-Size-To-Grow-USD-37-39-Billion-By-2030-CAGR-of-8-2.html,https://ml.globenewswire.com/Resource/Download/b27a94e8-407e-46ae-a5c2-47bb2a1c8a2e?size=1,2023-02-14T18:00:00Z,"New York, United States , Feb. 14, 2023 (GLOBE NEWSWIRE) -- The Global Medical Polymer Market Size to grow from USD 18.4 billion in 2021 to USD 37.39 billion by 2030, at a Compound Annual Growth Rate… [+7779 chars]",2023-02-14,1.0
57,"{'id': None, 'name': 'Rigzone'}","Bloomberg News, Salma El Wardany and Paul Wallace",Russia Drills Most Oil in a Decade,"When Russia announced last week that it would cut oil production by half a million barrels a day in retaliation against Western sanctions, there was skepticism about whether it was really doing so by choice.",https://www.rigzone.com/news/wire/russia_drills_most_oil_in_a_decade-14-feb-2023-172055-article/,https://images.rigzone.com/images/news/articles/Russia-Drills-Most-Oil-in-a-Decade-172055-582x327.png,2023-02-14T08:57:00Z,"When Russia announced last week that it would cut oil production by half a million barrels a day in retaliation against Western sanctions, there was skepticism about whether it was really doing so by… [+3254 chars]",2023-02-14,1.0
58,"{'id': None, 'name': 'FX Empire'}",Reuters,Exclusive-Pilot Company cuts energy trading unit ahead of Buffett takeover,"By Laura Sanicola and Arathy Somasekhar (Reuters) -U.S. fuel retailer Pilot Company is trimming its energy trading operation, according to three people familiar with the matter, days before billionaire investor Warren Buffett is expected to take majority cont…",https://www.fxempire.com/news/article/exclusive-pilot-company-cuts-energy-trading-unit-ahead-of-buffett-takeover-1284159,https://responsive.fxempire.com/width/600/webp-lossy-70.q50/_fxempire_/2023/02/tagreuters.com2023newsml_LYNXMPEJ1D0PL2.jpg,2023-02-14T15:22:14Z,"Known best for its Pilot Flying J service stations and truck stops, Pilot expanded a fuel purchase and trading business in recent years by recruiting experienced diesel, gasoline and crude oil trader… [+1675 chars]",2023-02-14,1.0
59,"{'id': None, 'name': 'Seeking Alpha'}",JR Research,Exxon Mobil: Outperformance Not Likely To Last,"Exxon Mobil bulls refuse to back down, eagerly buying the dips and propelling XOM's momentum from its recent lows. See why we recommend a sell on XOM stock.",https://seekingalpha.com/article/4578061-exxon-mobil-stock-outperformance-not-likely-to-last,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1411849062/image_1411849062.jpg?io=getty-c-w1536,2023-02-14T15:00:57Z,"JHVEPhoto
Exxon Mobil Corporation (NYSE:XOM) bulls continue to defy gravity as the company reported a record FY22, outperforming the S&amp;P 500 (SPX) (SPY) since our last update in December.
 Buye… [+5854 chars]",2023-02-14,1.0
